length_AES,entropy_AES,freq_0_AES,freq_1_AES,freq_2_AES,freq_3_AES,freq_4_AES,freq_5_AES,freq_6_AES,freq_7_AES,freq_8_AES,freq_9_AES,freq_A_AES,freq_B_AES,freq_C_AES,freq_D_AES,freq_E_AES,freq_F_AES,length_DES,entropy_DES,freq_0_DES,freq_1_DES,freq_2_DES,freq_3_DES,freq_4_DES,freq_5_DES,freq_6_DES,freq_7_DES,freq_8_DES,freq_9_DES,freq_A_DES,freq_B_DES,freq_C_DES,freq_D_DES,freq_E_DES,freq_F_DES,length_RSA,entropy_RSA,freq_0_RSA,freq_1_RSA,freq_2_RSA,freq_3_RSA,freq_4_RSA,freq_5_RSA,freq_6_RSA,freq_7_RSA,freq_8_RSA,freq_9_RSA,freq_A_RSA,freq_B_RSA,freq_C_RSA,freq_D_RSA,freq_E_RSA,freq_F_RSA,length_Blowfish,entropy_Blowfish,freq_0_Blowfish,freq_1_Blowfish,freq_2_Blowfish,freq_3_Blowfish,freq_4_Blowfish,freq_5_Blowfish,freq_6_Blowfish,freq_7_Blowfish,freq_8_Blowfish,freq_9_Blowfish,freq_A_Blowfish,freq_B_Blowfish,freq_C_Blowfish,freq_D_Blowfish,freq_E_Blowfish,freq_F_Blowfish
32,3.6167292966721747,0.0625,0.0625,0.0,0.0625,0.125,0.0,0.0625,0.09375,0.03125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,32,3.7150182662886326,0.0625,0.09375,0.0625,0.03125,0.0625,0.03125,0.0625,0.03125,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9796911430144393,0.064453125,0.046875,0.0546875,0.07421875,0.0625,0.046875,0.07421875,0.060546875,0.060546875,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,32,3.7386085007312415,0.0625,0.0625,0.03125,0.03125,0.0,0.0625,0.15625,0.0625,0.09375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
96,3.8865674812818853,0.07291666666666667,0.125,0.052083333333333336,0.03125,0.09375,0.03125,0.052083333333333336,0.07291666666666667,0.03125,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,96,3.901508749655034,0.07291666666666667,0.0625,0.052083333333333336,0.11458333333333333,0.052083333333333336,0.041666666666666664,0.0625,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9833732668402164,0.05859375,0.064453125,0.056640625,0.076171875,0.06640625,0.072265625,0.06640625,0.048828125,0.068359375,0.064453125,0.0,0.0,0.0,0.0,0.0,0.0,96,3.9289842179649206,0.07291666666666667,0.052083333333333336,0.03125,0.07291666666666667,0.07291666666666667,0.09375,0.07291666666666667,0.10416666666666667,0.07291666666666667,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0
96,3.9210922235396897,0.03125,0.052083333333333336,0.052083333333333336,0.0625,0.020833333333333332,0.07291666666666667,0.07291666666666667,0.0625,0.07291666666666667,0.07291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,80,3.9042268092965977,0.0625,0.1,0.0375,0.05,0.0875,0.0625,0.025,0.075,0.05,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9746114024072736,0.072265625,0.0625,0.080078125,0.072265625,0.0703125,0.04296875,0.0546875,0.052734375,0.0625,0.060546875,0.0,0.0,0.0,0.0,0.0,0.0,80,3.841299336842143,0.05,0.0875,0.05,0.0625,0.05,0.0625,0.0125,0.025,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0
96,3.796256701084701,0.052083333333333336,0.020833333333333332,0.0625,0.020833333333333332,0.125,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,96,3.908528994497631,0.08333333333333333,0.07291666666666667,0.041666666666666664,0.03125,0.03125,0.0625,0.07291666666666667,0.07291666666666667,0.07291666666666667,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,512,3.966214938532999,0.06640625,0.04296875,0.087890625,0.083984375,0.048828125,0.064453125,0.04296875,0.060546875,0.076171875,0.068359375,0.0,0.0,0.0,0.0,0.0,0.0,96,3.8861013039714827,0.08333333333333333,0.08333333333333333,0.07291666666666667,0.07291666666666667,0.052083333333333336,0.041666666666666664,0.020833333333333332,0.0625,0.052083333333333336,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
96,3.9052180015091857,0.03125,0.041666666666666664,0.041666666666666664,0.052083333333333336,0.0625,0.09375,0.0625,0.020833333333333332,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,96,3.8960686469708667,0.07291666666666667,0.07291666666666667,0.0625,0.052083333333333336,0.07291666666666667,0.0625,0.11458333333333333,0.10416666666666667,0.07291666666666667,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,512,3.988437068229065,0.056640625,0.046875,0.064453125,0.06640625,0.0546875,0.064453125,0.060546875,0.0703125,0.060546875,0.076171875,0.0,0.0,0.0,0.0,0.0,0.0,96,3.7358230166776054,0.08333333333333333,0.09375,0.08333333333333333,0.09375,0.03125,0.10416666666666667,0.09375,0.0625,0.03125,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
96,3.878521186160029,0.03125,0.041666666666666664,0.0625,0.08333333333333333,0.041666666666666664,0.07291666666666667,0.041666666666666664,0.08333333333333333,0.052083333333333336,0.11458333333333333,0.0,0.0,0.0,0.0,0.0,0.0,96,3.8963880242490543,0.07291666666666667,0.041666666666666664,0.08333333333333333,0.10416666666666667,0.07291666666666667,0.052083333333333336,0.0625,0.07291666666666667,0.010416666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9791748863106653,0.064453125,0.0390625,0.080078125,0.056640625,0.0546875,0.0546875,0.056640625,0.060546875,0.080078125,0.06640625,0.0,0.0,0.0,0.0,0.0,0.0,96,3.9259565186458905,0.03125,0.0625,0.041666666666666664,0.10416666666666667,0.052083333333333336,0.0625,0.052083333333333336,0.08333333333333333,0.052083333333333336,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0
64,3.8413284700246697,0.046875,0.09375,0.046875,0.0625,0.015625,0.046875,0.0625,0.015625,0.0625,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,48,3.8626492827407994,0.0625,0.041666666666666664,0.08333333333333333,0.0625,0.041666666666666664,0.020833333333333332,0.0625,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9787330363997135,0.076171875,0.0625,0.06640625,0.08203125,0.056640625,0.0390625,0.05859375,0.064453125,0.04296875,0.06640625,0.0,0.0,0.0,0.0,0.0,0.0,48,3.897593366144261,0.020833333333333332,0.10416666666666667,0.0625,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.10416666666666667,0.041666666666666664,0.0625,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
160,3.9230859674314065,0.0625,0.0625,0.1,0.0375,0.075,0.05,0.0625,0.1,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,144,3.935692095090888,0.0763888888888889,0.04861111111111111,0.04861111111111111,0.0625,0.08333333333333333,0.04861111111111111,0.041666666666666664,0.06944444444444445,0.11805555555555555,0.04861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9839615543417963,0.060546875,0.06640625,0.052734375,0.068359375,0.0703125,0.056640625,0.064453125,0.072265625,0.068359375,0.052734375,0.0,0.0,0.0,0.0,0.0,0.0,144,3.9517919790083047,0.0625,0.06944444444444445,0.06944444444444445,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.10416666666666667,0.06944444444444445,0.0625,0.04861111111111111,0.0,0.0,0.0,0.0,0.0,0.0
64,3.7453642598672277,0.109375,0.109375,0.0,0.078125,0.0625,0.046875,0.078125,0.03125,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,48,3.779854106677527,0.020833333333333332,0.10416666666666667,0.14583333333333334,0.08333333333333333,0.041666666666666664,0.10416666666666667,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9802760853804733,0.05078125,0.09375,0.078125,0.05859375,0.05859375,0.05859375,0.064453125,0.068359375,0.068359375,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,48,3.7985332098491886,0.0625,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.10416666666666667,0.08333333333333333,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0
96,3.892902734439911,0.020833333333333332,0.07291666666666667,0.10416666666666667,0.0625,0.09375,0.0625,0.052083333333333336,0.0625,0.052083333333333336,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,96,3.9068843386616585,0.08333333333333333,0.07291666666666667,0.07291666666666667,0.052083333333333336,0.052083333333333336,0.041666666666666664,0.09375,0.11458333333333333,0.041666666666666664,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9751232070781373,0.0625,0.04296875,0.078125,0.078125,0.064453125,0.05078125,0.05859375,0.05078125,0.052734375,0.052734375,0.0,0.0,0.0,0.0,0.0,0.0,96,3.8651439724606087,0.0625,0.11458333333333333,0.09375,0.041666666666666664,0.08333333333333333,0.0625,0.08333333333333333,0.03125,0.052083333333333336,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
64,3.9178377974034158,0.125,0.046875,0.046875,0.0625,0.046875,0.0625,0.09375,0.03125,0.078125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,48,3.8436331481071164,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0625,0.10416666666666667,0.08333333333333333,0.08333333333333333,0.10416666666666667,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9555842796125273,0.0546875,0.044921875,0.08203125,0.05078125,0.064453125,0.041015625,0.041015625,0.09375,0.064453125,0.091796875,0.0,0.0,0.0,0.0,0.0,0.0,48,3.80196648144045,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.0625,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0
96,3.8621757576415767,0.052083333333333336,0.08333333333333333,0.0625,0.0625,0.0,0.041666666666666664,0.10416666666666667,0.09375,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,96,3.834322179465647,0.16666666666666666,0.0625,0.052083333333333336,0.052083333333333336,0.041666666666666664,0.052083333333333336,0.052083333333333336,0.08333333333333333,0.052083333333333336,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9727974698546857,0.06640625,0.05859375,0.083984375,0.06640625,0.056640625,0.048828125,0.080078125,0.06640625,0.046875,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,96,3.8934334254278564,0.09375,0.0625,0.052083333333333336,0.11458333333333333,0.07291666666666667,0.052083333333333336,0.041666666666666664,0.052083333333333336,0.09375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
32,3.7181390622295662,0.03125,0.03125,0.0625,0.09375,0.09375,0.03125,0.03125,0.0625,0.09375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,32,3.452819531114783,0.0,0.125,0.0,0.03125,0.0625,0.125,0.125,0.09375,0.09375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,512,3.976502631971051,0.0546875,0.0546875,0.076171875,0.044921875,0.07421875,0.06640625,0.0703125,0.044921875,0.05859375,0.0859375,0.0,0.0,0.0,0.0,0.0,0.0,32,3.6639097655573916,0.0625,0.0625,0.125,0.03125,0.0625,0.03125,0.0,0.0,0.125,0.09375,0.0,0.0,0.0,0.0,0.0,0.0
128,3.931392075435238,0.03125,0.0703125,0.046875,0.0546875,0.046875,0.0859375,0.0703125,0.0546875,0.109375,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,112,3.874788925613092,0.09821428571428571,0.026785714285714284,0.0625,0.08928571428571429,0.017857142857142856,0.07142857142857142,0.10714285714285714,0.0625,0.0625,0.026785714285714284,0.0,0.0,0.0,0.0,0.0,0.0,512,3.977107978852465,0.078125,0.0703125,0.0625,0.06640625,0.05078125,0.044921875,0.08203125,0.068359375,0.05859375,0.05078125,0.0,0.0,0.0,0.0,0.0,0.0,112,3.8411347319126024,0.05357142857142857,0.09821428571428571,0.05357142857142857,0.11607142857142858,0.05357142857142857,0.07142857142857142,0.08928571428571429,0.05357142857142857,0.017857142857142856,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0
64,3.8981327203902905,0.078125,0.046875,0.03125,0.03125,0.0625,0.046875,0.09375,0.0625,0.09375,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,48,3.6837462305923774,0.10416666666666667,0.020833333333333332,0.0,0.125,0.125,0.0625,0.0625,0.08333333333333333,0.10416666666666667,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9795145443902307,0.068359375,0.044921875,0.0625,0.05078125,0.052734375,0.05859375,0.048828125,0.078125,0.0703125,0.076171875,0.0,0.0,0.0,0.0,0.0,0.0,48,3.881866543182522,0.0625,0.0625,0.0625,0.10416666666666667,0.020833333333333332,0.0625,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
32,3.8431390622295662,0.0625,0.09375,0.03125,0.0625,0.0625,0.09375,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16,3.375,0.0625,0.0,0.125,0.0625,0.125,0.125,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,3.983496549752899,0.060546875,0.083984375,0.052734375,0.052734375,0.0625,0.048828125,0.060546875,0.060546875,0.078125,0.072265625,0.0,0.0,0.0,0.0,0.0,0.0,16,3.25,0.0,0.0625,0.0625,0.0,0.0,0.125,0.125,0.125,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
32,3.6792292966721747,0.09375,0.125,0.09375,0.0625,0.03125,0.03125,0.03125,0.125,0.09375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,32,3.4178377974034158,0.125,0.03125,0.03125,0.03125,0.0,0.0625,0.0,0.09375,0.09375,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,512,3.967204064944731,0.064453125,0.0546875,0.09375,0.052734375,0.056640625,0.068359375,0.0546875,0.0625,0.052734375,0.056640625,0.0,0.0,0.0,0.0,0.0,0.0,32,3.477217001462482,0.03125,0.03125,0.15625,0.15625,0.09375,0.09375,0.0625,0.03125,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
32,3.6167292966721747,0.03125,0.0,0.125,0.09375,0.03125,0.125,0.0,0.0625,0.09375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,16,2.952819531114783,0.125,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,512,3.981467854607359,0.06640625,0.048828125,0.05078125,0.05859375,0.0625,0.06640625,0.076171875,0.05859375,0.056640625,0.072265625,0.0,0.0,0.0,0.0,0.0,0.0,16,2.899397470347699,0.125,0.0625,0.0,0.0,0.0625,0.0,0.0,0.125,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0
32,3.7417292966721747,0.03125,0.09375,0.0625,0.0625,0.0625,0.125,0.03125,0.03125,0.09375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,32,3.6556390622295662,0.125,0.0625,0.03125,0.09375,0.0625,0.09375,0.03125,0.0625,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,3.98585397787091,0.0625,0.064453125,0.0703125,0.06640625,0.0625,0.07421875,0.041015625,0.060546875,0.056640625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,32,3.6053377974034158,0.0625,0.0,0.03125,0.09375,0.03125,0.03125,0.0625,0.15625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
160,3.9543599498908937,0.05625,0.05625,0.08125,0.0625,0.0625,0.05625,0.05625,0.05625,0.05625,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,144,3.94439043245598,0.034722222222222224,0.0625,0.0625,0.041666666666666664,0.09027777777777778,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.04861111111111111,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9893937060047655,0.078125,0.076171875,0.056640625,0.052734375,0.064453125,0.056640625,0.064453125,0.05859375,0.068359375,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,144,3.964668140590995,0.08333333333333333,0.04861111111111111,0.05555555555555555,0.04861111111111111,0.06944444444444445,0.09722222222222222,0.06944444444444445,0.05555555555555555,0.06944444444444445,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
32,3.4134093770885316,0.15625,0.0625,0.09375,0.03125,0.03125,0.0,0.21875,0.0,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,32,3.730337797403416,0.09375,0.0625,0.15625,0.0,0.09375,0.03125,0.0625,0.09375,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,512,3.984998797108931,0.044921875,0.060546875,0.0703125,0.068359375,0.072265625,0.064453125,0.068359375,0.05859375,0.078125,0.05078125,0.0,0.0,0.0,0.0,0.0,0.0,32,3.8667292966721747,0.0625,0.09375,0.0625,0.125,0.03125,0.03125,0.0625,0.03125,0.03125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
64,3.9300365325772657,0.046875,0.0625,0.078125,0.0625,0.078125,0.03125,0.09375,0.078125,0.03125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,48,3.7985332098491886,0.08333333333333333,0.0625,0.125,0.0625,0.020833333333333332,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.0625,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,512,3.977423887997768,0.0546875,0.064453125,0.046875,0.048828125,0.0625,0.064453125,0.0546875,0.078125,0.06640625,0.060546875,0.0,0.0,0.0,0.0,0.0,0.0,48,3.8160069711256437,0.10416666666666667,0.0625,0.041666666666666664,0.020833333333333332,0.0625,0.0625,0.020833333333333332,0.0625,0.10416666666666667,0.14583333333333334,0.0,0.0,0.0,0.0,0.0,0.0
64,3.7491388679951365,0.0625,0.046875,0.0625,0.0,0.125,0.0625,0.03125,0.046875,0.03125,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,48,3.873734053066622,0.020833333333333332,0.0625,0.08333333333333333,0.020833333333333332,0.08333333333333333,0.0625,0.041666666666666664,0.08333333333333333,0.020833333333333332,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9840595652541735,0.044921875,0.056640625,0.064453125,0.0703125,0.06640625,0.0546875,0.076171875,0.072265625,0.0703125,0.064453125,0.0,0.0,0.0,0.0,0.0,0.0,48,3.808208073322317,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0625,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0625,0.0625,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2487781244591325,0.03125,0.0625,0.0625,0.1875,0.0,0.0,0.09375,0.1875,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,3.489415736636332,0.0,0.03125,0.15625,0.09375,0.03125,0.09375,0.03125,0.0625,0.0625,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,512,3.9731040380519764,0.060546875,0.068359375,0.05859375,0.05859375,0.076171875,0.060546875,0.046875,0.0625,0.09375,0.056640625,0.0,0.0,0.0,0.0,0.0,0.0,32,3.5397170014624826,0.03125,0.09375,0.09375,0.03125,0.03125,0.15625,0.03125,0.03125,0.0625,0.15625,0.0,0.0,0.0,0.0,0.0,0.0
